project_id,g_code,s_code,month,year,total_budget,total_actual,progress_percentage,cpi,spi,budget_utilization_pct,bcwp,acwp,bcws,cost_variance,schedule_variance,eac,vac,efficiency_score,cost_risk_score,schedule_risk_score,overall_risk_score,monthly_burn_rate,projected_next_month_cost,alert_cost_overrun,alert_progress_lag,alert_profit_risk,alert_severity,health_status,performance_category,total_alerts,alert_level,quarter,progress_cost_ratio,contract_value,project_name
PRJ002,G003,S001,2,2024,1385231.88,1416115.57,85.68,0.9781912644318992,5.142857142857143,102.22949604653915,1186866.674784,1416115.57,230871.97999999992,-229248.89521600003,955994.694784,1416115.5700000003,-30883.69000000041,69.34573793295698,4.458992093078308,0.0,2.675395255846985,708057.785,778863.5635,1,0,0,High,Healthy,Good,1,Red,1,0.8381142753652514,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S001,3,2024,3479699.96,3612526.2,65.98,0.963231757322618,2.6402561024409765,103.81717508770498,2295906.0336080003,3612526.2,869924.99,-1316620.166392,1425981.0436080003,3612526.2000000007,-132826.2400000007,68.89695271967855,7.634350175409963,0.0,4.580610105245978,1204175.4000000001,1324592.9400000002,1,1,0,High,Healthy,Good,3,Red,1,0.6355403134814634,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S001,4,2024,10454966.9,13236799.49,9.08,0.7898409965262683,0.2725090036014406,126.60776085288228,949310.9945200001,13236799.49,3484988.966666666,-12287488.495480001,-2535677.9721466657,13236799.49,-2781832.59,29.143229895788046,53.21552170576456,48.50666666666666,51.331979690125394,3309199.8725,3640119.8597500003,1,1,0,Critical,Warning,Poor,6,Red,2,0.0717175624845851,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S001,5,2024,13496715.83,14864765.14,19.15,0.907966974444912,0.4597839135654261,110.13616443608564,2584621.0814449997,14864765.14,5623631.595833334,-12280144.058555001,-3039010.5143883345,14864765.14,-1368049.3100000005,36.43100923334736,20.272328872171272,45.033333333333346,30.176730656636103,2972953.028,3270248.3308,1,1,0,Critical,Caution,Poor,5,Red,2,0.1738756756062006,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S001,6,2024,6032923.57,7600616.11,83.47,0.7937413865781994,1.670068027210884,125.98561910838195,5035681.303879,7600616.11,3016461.785,-2564934.806121,2019219.518879,7600616.11,-1567692.54,57.20024159734598,51.97123821676391,0.0,31.182742930058343,1266769.3516666668,1393446.2868333336,1,1,0,Critical,Caution,Fair,4,Red,2,0.6625359353768231,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S001,7,2024,7546025.93,7171945.13,49.37,1.0521589043445456,0.846681529754759,95.04267804709228,3725473.0016409997,7171945.13,4401848.4591666665,-3446472.128359,-676375.4575256668,7171945.13,374080.7999999998,48.49162427319351,2.4786609764538596,17.926666666666677,8.657863252538986,1024563.59,1127019.949,0,1,0,Medium,Healthy,Fair,2,Yellow,3,0.5194508510749022,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S001,8,2024,7852441.47,7951658.91,67.91,0.9875224225381166,1.0190576230492197,101.26352345801055,5332593.002276999,7951658.91,5234960.979999999,-2619065.907723001,97632.02227700036,7951658.91,-99217.44000000041,49.9986726761435,2.5270469160211064,0.0,1.5162281496126637,993957.36375,1093353.100125,1,0,0,High,Healthy,Fair,2,Red,3,0.670626477145635,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S001,9,2024,4179739.06,4699150.31,16.87,0.8894669853622964,0.2250233426704015,112.42688221785788,705121.9794220001,4699150.31,3134804.295,-3994028.3305779994,-2429682.3155779997,4699150.31,-519411.24999999953,31.18267622753556,24.85376443571576,100.0,54.912258661429455,522127.81222222216,574340.5934444445,1,1,0,Critical,Warning,Poor,5,Red,3,0.1500530804306194,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S001,10,2024,7370285.19,8871288.85,64.38,0.8308020756194857,0.7728691476590636,120.3656116595944,4744989.605322,8871288.85,6141904.325000001,-4126299.244678,-1396914.7196780015,8871288.85,-1501003.6599999992,40.375262268584564,40.731223319188814,37.906666666666695,39.60140065817997,887128.885,975841.7735000001,1,1,0,Critical,Caution,Fair,5,Red,4,0.5348703762838248,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S001,11,2024,8704199.3,6253380.92,73.78,1.3919189333503772,0.8051948051948052,71.84326443444373,6421958.243540001,6253380.92,7978849.358333332,168577.32354000118,-1556891.1147933314,6253380.92,2450818.380000001,57.85502254596586,14.078367782778137,35.77333333333331,22.756354003000208,568489.1745454546,625338.0920000001,0,0,0,Low,Caution,Fair,0,Green,4,1.0269577890259085,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S001,12,2024,16233694.57,11761786.42,20.19,1.380206542638444,0.2019807923169267,72.4529241897644,3277582.9336830005,11761786.42,16233694.57,-8484203.486317,-12956111.636317,11761786.42,4471908.15,45.444196279153324,13.773537905117799,100.0,48.26412274307068,980148.8683333333,1078163.7551666668,0,1,0,High,Warning,Fair,3,Red,4,0.2786637009587018,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S002,1,2024,12888865.85,10139855.31,44.26,1.2711094444601103,5.313325330132052,78.67143182346025,5704612.02521,10139855.31,1074072.1541666663,-4435243.284790001,4630539.871043334,10139855.31,2749010.539999999,78.13328333380332,10.664284088269874,0.0,6.398570452961924,10139855.31,11153840.841000002,0,1,0,High,Healthy,Good,3,Red,1,0.5625930401180448,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S002,2,2024,1707547.93,1679074.88,68.54,1.0169575820227863,4.1140456182472995,98.33251825616397,1170353.351222,1679074.88,284591.3216666666,-508721.5287779998,885762.0295553335,1679074.88,28473.050000000047,70.5087274606836,0.8337408719180175,0.0,0.5002445231508105,839537.44,923491.184,0,0,0,Medium,Healthy,Good,1,Yellow,1,0.6970227267184178,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S002,3,2024,9812047.79,10681035.2,12.82,0.9186420235746438,0.5130052020808323,108.85633079453234,1257904.5266779999,10681035.2,2453011.9475,-9423130.673322,-1195107.420822,10681035.2,-868987.4100000001,37.81526070723932,17.71266158906468,24.36,20.371596953438807,3560345.0666666664,3916379.5733333332,1,1,0,Critical,Caution,Poor,5,Red,1,0.1177699074222693,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S002,4,2024,7240633.69,5291926.74,59.25,1.3682414828743454,1.7782112845138056,73.08651378550819,4290075.461325,5291926.74,2413544.563333333,-1001851.2786750002,1876530.897991667,5291926.74,1948706.9500000002,76.59724448623038,13.456743107245906,0.0,8.074045864347543,1322981.685,1455279.8535000002,0,0,0,Low,Healthy,Good,0,Green,2,0.8106830786030496,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S002,5,2024,11709599.45,11973147.06,98.58,0.9779884429148572,2.3668667466986797,102.25069705522678,11543323.13781,11973147.06,4878999.770833334,-429823.92219000123,6664323.366976665,11973147.059999999,-263547.6099999994,69.33965328744571,4.50139411045356,0.0,2.7008364662721362,2394629.412,2634092.3532000002,1,0,0,High,Healthy,Good,1,Red,2,0.964101007025466,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S002,6,2024,7292009.83,6237002.13,20.18,1.1691530126189007,0.4037615046018407,85.53200387004964,1471527.583694,6237002.13,3646004.915,-4765474.546306,-2174477.3313060002,6237002.13,1055007.7000000002,43.146590378567026,7.233998064975182,59.64,28.19639883898511,1039500.355,1143450.3905,0,1,0,High,Caution,Fair,3,Red,2,0.2359350779464941,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S002,7,2024,12310669.75,8953713.4,9.47,1.374923364198814,0.1624078202709655,72.73132641707004,1165820.4253250002,8953713.4,7181224.020833334,-7787892.974675,-6015403.595508333,8953713.4,3356956.3499999996,44.49455806882156,13.634336791464982,97.72666666666667,47.27126874154566,1279101.9142857143,1407012.1057142857,0,1,0,High,Warning,Fair,3,Red,3,0.1302052425896276,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S002,8,2024,6710200.3,5055955.08,25.13,1.327187483635634,0.3771008403361344,75.34730490831996,1686273.3353899997,5055955.08,4473466.866666665,-3369681.7446100004,-2787193.5312766656,5055955.079999999,1654245.2200000007,47.35462450906902,12.326347545840022,83.07333333333332,40.625141860837346,631994.385,695193.8235,0,1,0,High,Warning,Fair,3,Red,3,0.3335222146376347,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S002,9,2024,9438344.31,11667451.11,53.27,0.8089465489090873,0.7105508870214753,123.61756179670456,5027806.013937001,11667451.11,7078758.2325,-6639645.096062998,-2050952.2185629988,11667451.11,-2229106.799999999,38.47372980060596,47.23512359340913,43.459999999999994,45.72507415604547,1296383.4566666665,1426021.8023333333,1,1,0,Critical,Warning,Poor,6,Red,3,0.4309258266038709,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S002,10,2024,12071096.69,9810384.86,86.02,1.2304406873187643,1.0326530612244895,81.2716947924638,10383557.372738,9810384.86,10059247.241666667,573172.5127380006,324310.13107133284,9810384.86,2260711.83,57.55802061956293,9.364152603768098,0.0,5.618491562260858,981038.4859999999,1079142.3346,0,0,0,Low,Healthy,Fair,0,Green,4,1.058425079231601,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S002,11,2024,2005490.68,1945573.42,48.54,1.0307967097946886,0.5297391683946306,97.01233914485206,973465.176072,1945573.42,1838366.4566666663,-972108.243928,-864901.2805946664,1945573.4200000002,59917.25999999978,41.51444674838611,1.4938304275739682,86.25333333333332,35.39763158987771,176870.3109090909,194557.34200000003,0,1,0,High,Caution,Fair,3,Red,4,0.500348722934342,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S002,12,2024,7865205.01,9044029.47,5.53,0.8696571628929023,0.0553221288515406,114.9878414930217,434945.837053,9044029.47,7865205.01,-8609083.632947002,-7430259.172947,9044029.47,-1178824.460000001,27.19571488678707,29.97568298604341,100.0,57.98540979162604,753669.1225,829036.0347500001,1,1,0,Critical,Warning,Poor,5,Red,4,0.0480920411079775,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S003,1,2024,2544025.34,3002609.96,50.02,0.8472713319048605,6.004801920768307,118.02594544911256,1272521.475068,3002609.96,212002.1116666666,-1730088.484932,1060519.3634013333,3002609.96,-458584.6200000001,65.41813995714581,36.05189089822511,0.0,21.631134538935065,3002609.96,3302870.9560000002,1,1,0,Critical,Caution,Good,4,Red,1,0.4238051202188112,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S003,2,2024,3340824.69,3867519.83,74.84,0.863815788114524,4.492196878751501,115.76542287826544,2500273.1979960003,3867519.83,556804.1149999999,-1367246.6320039998,1943469.0829960005,3867519.83,-526695.1400000001,65.91447364343573,31.53084575653088,0.0,18.918507453918526,1933759.915,2127135.9065,1,1,0,Critical,Healthy,Good,4,Red,1,0.6464797358249097,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S003,3,2024,4563931.75,4126923.02,47.49,1.1058921447970211,1.900360144057623,90.42473126378368,2167411.1880750004,4126923.02,1140982.9375,-1959511.8319249996,1026428.2505750004,4126923.02,437008.73,71.16876434391064,4.787634368108158,0.0,2.8725806208648947,1375641.0066666666,1513205.1073333335,0,1,0,Medium,Healthy,Good,2,Yellow,1,0.5251881795641055,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S003,4,2024,5623397.47,7349782.09,69.07,0.7651107748692452,2.072929171668667,130.70002839404486,3884080.632529,7349782.09,1874465.8233333328,-3465701.457471,2009614.809195667,7349782.089999999,-1726384.6199999992,62.95332324607736,61.40005678808973,0.0,36.84003407285383,1837445.5225,2021190.0747500001,1,1,0,Critical,Caution,Good,4,Red,2,0.5284620122021876,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S003,5,2024,14733163.97,17971300.32,92.75,0.8198162463293586,2.226890756302521,121.97855366704373,13665009.582175,17971300.32,6138818.320833335,-4306290.737825001,7526191.261341665,17971300.32,-3238136.3499999996,64.59448738988075,43.95710733408745,0.0,26.37426440045247,3594260.0640000002,3953686.0704000005,1,0,0,Critical,Caution,Good,3,Red,2,0.76037956847048,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S003,6,2024,5753293.89,4597034.2,8.01,1.2515229688741492,0.1602641056422568,79.90264860257295,460838.84058899997,4597034.2,2876646.945,-4136195.3594110003,-2415808.104411,4597034.2,1156259.6899999995,40.74968906622448,10.048675698713524,83.98,39.62120541922812,766172.3666666667,842789.6033333334,0,1,0,High,Caution,Fair,3,Red,2,0.1002469898068193,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S003,7,2024,15072444.35,20140163.7,81.34,0.7483774498814029,1.3949579831932772,133.6224120807585,12259926.23429,20140163.7,8792259.204166668,-7880237.465709999,3467667.0301233325,20140163.7,-5067719.35,50.33932349644209,67.24482416151699,0.0,40.34689449691019,2877166.242857143,3164882.8671428575,1,1,0,Critical,Warning,Fair,4,Red,3,0.6087302177335331,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S003,8,2024,13959518.62,11781728.35,24.96,1.1848447193233749,0.3745498199279712,84.39924520835662,3484295.847552,11781728.35,9306345.746666664,-8297432.502448,-5822049.899114665,11781728.35,2177790.2699999996,43.03334157970124,7.800377395821691,83.41333333333331,38.04555977082634,1472716.04375,1619987.648125,0,1,0,High,Caution,Fair,3,Red,3,0.2957372419431144,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S003,9,2024,14542721.53,16966760.47,79.95,0.8571301254422672,1.0664265706282514,116.66839961832096,11626905.863234999,16966760.47,10907041.147499999,-5339854.606765,719864.7157349996,16966760.47,-2424038.9399999995,47.033903763268015,33.33679923664192,0.0,20.002079541985154,1885195.6077777776,2073715.1685555556,1,0,0,Critical,Caution,Fair,3,Red,3,0.6852755352910926,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S003,10,2024,4458375.37,4237963.12,46.24,1.0520090061567124,0.5551020408163265,95.05622044561044,2061552.7710880002,4237963.12,3715312.808333334,-2176410.3489119997,-1653760.037245334,4237963.12,220412.25,42.65787018470137,2.4718897771947823,74.18666666666668,31.157800532983543,423796.31200000003,466175.9432000001,0,1,0,High,Caution,Fair,3,Red,4,0.4864489644468638,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S003,11,2024,5216468.66,4138350.81,45.37,1.2605187185665394,0.4951435119502346,79.33241968331886,2366711.831042,4138350.81,4781762.938333333,-1771638.978958,-2415051.1072913324,4138350.8099999996,1078117.8500000006,47.71447064790528,10.33379015834057,92.59333333333332,43.23760742833767,376213.71,413835.08100000006,0,1,0,High,Warning,Fair,3,Red,4,0.5718973426136389,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G003,S003,12,2024,13008443.86,10717182.42,72.67,1.2137932667567677,0.7269907963185274,82.38635255178016,9453236.153061999,10717182.42,13008443.86,-1263946.266938001,-3555207.7069380004,10717182.419999998,2291261.4400000013,50.947798002703024,8.806823724109918,54.66,27.14809423446595,893098.535,982408.3885000001,0,0,0,Medium,Caution,Fair,1,Yellow,4,0.882063566952143,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S001,1,2024,3927284.66,4257951.89,32.32,0.92234124796558,3.879951980792317,108.41974184779362,1269298.402112,4257951.89,327273.7216666666,-2988653.487888,942024.6804453332,4257951.89,-330667.2299999995,67.6702374389674,16.839483695587234,0.0,10.103690217352339,4257951.89,4683747.079,1,1,0,High,Healthy,Good,3,Red,1,0.2981006913424755,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S001,2,2024,12639747.14,9057492.1,67.08,1.3955018674540165,4.02641056422569,71.65880772516783,8478742.381512,9057492.1,2106624.523333333,-578749.7184880003,6372117.858178666,9057492.1,3582255.040000001,81.8650560236205,14.170596137416084,0.0,8.50235768244965,4528746.05,4981620.655,0,0,0,Low,Healthy,Excellent,0,Green,1,0.936102652688154,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S001,3,2024,14160108.6,12744319.09,50.37,1.1110918127521554,2.0156062424969985,90.00156319422578,7132446.701819999,12744319.09,3540027.15,-5611872.388180001,3592419.5518199992,12744319.09,1415789.5099999998,73.33275438256467,4.999218402887109,0.0,2.9995310417322654,4248106.363333333,4672916.999666667,0,1,0,Medium,Healthy,Good,2,Yellow,1,0.5596569460832607,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S001,4,2024,6393048.68,4799186.89,28.29,1.332110798460695,0.8490396158463385,75.06883069753194,1808593.4715719998,4799186.89,2131016.226666666,-2990593.418428,-322422.75509466627,4799186.89,1593861.79,56.93732395382085,12.465584651234032,10.086666666666659,11.514017457407082,1199796.7225,1319776.39475,0,1,0,Medium,Healthy,Fair,2,Yellow,2,0.3768541448845306,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S001,5,2024,5605719.58,5340816.04,5.32,1.0495998248237737,0.1277310924369748,95.27440614501803,298224.281656,5340816.04,2335716.491666667,-5042591.758344,-2037492.210010667,5340816.039999999,264903.54000000097,34.04159474471321,2.362796927490983,72.69333333333334,30.495011489827927,1068163.208,1174979.5288000002,0,1,0,High,Caution,Poor,4,Red,2,0.0558387106806247,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S001,6,2024,3386021.72,2739679.26,11.25,1.23591902506135,0.2250900360144057,80.91144967611133,380927.44350000005,2739679.26,1693010.86,-2358751.8164999997,-1312083.4165,2739679.2599999993,646342.4600000009,41.5775707518405,9.544275161944334,77.5,36.7265650971666,456613.20999999996,502274.531,0,1,0,High,Caution,Fair,3,Red,2,0.1390408903194018,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S001,7,2024,12688900.96,10307768.38,52.6,1.2310036947104936,0.90207511576059,81.2345246644592,6674361.904960001,10307768.38,7401858.8933333345,-3633406.47504,-727496.9883733336,10307768.38,2381132.58,54.96439655560052,9.3827376677704,11.466666666666669,10.216309267328906,1472538.34,1619792.174,0,1,0,Medium,Healthy,Fair,2,Yellow,3,0.6475079434177197,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S001,8,2024,10363415.14,9519257.32,32.35,1.0886789579924918,0.4854441776710684,91.85444365012673,3352564.79779,9519257.32,6908943.426666666,-6166692.52221,-3556378.6288766656,9519257.32,844157.8200000003,42.36536873977476,4.072778174936637,68.63333333333331,29.89700023829531,1189907.165,1308897.8815000001,0,1,0,High,Caution,Fair,3,Red,3,0.3521876429105711,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S001,9,2024,1630522.88,1909614.47,73.43,0.8538492484297104,0.9794584500466854,117.1166926526048,1197292.950784,1909614.47,1222892.16,-712321.5192159999,-25599.209215999814,1909614.47,-279091.5900000001,45.19681078622465,34.233385305209595,3.1399999999999864,21.79603118312575,212179.38555555555,233397.3241111111,1,1,0,Critical,Caution,Fair,4,Red,3,0.6269815031219365,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S001,10,2024,13827562.62,10501328.56,86.55,1.3167441187079665,1.039015606242497,75.94489968037476,11967755.447609998,10501328.56,11522968.850000001,1466426.8876099978,444786.5976099968,10501328.56,3326234.0599999987,60.27432356123899,12.02755015981262,0.0,7.216530095887571,1050132.8560000001,1155146.1416000002,0,0,0,Low,Healthy,Good,0,Green,4,1.139642034741745,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S001,11,2024,2506860.15,3185792.27,60.35,0.7868875110303409,0.6586270871985158,127.08296751216857,1512890.1005250001,3185792.27,2297955.1374999997,-1672902.169475,-785065.0369749996,3185792.27,-678932.1200000001,36.77389805818296,54.16593502433713,62.63333333333331,57.552894347935606,289617.47909090907,318579.227,1,1,0,Critical,Warning,Poor,6,Red,4,0.4748866129068108,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S001,12,2024,7588273.89,7791927.26,42.6,0.9738635432282,0.4261704681872749,102.683790450268,3232604.67714,7791927.26,7588273.89,-4559322.58286,-4355669.212859999,7791927.26,-203653.3700000001,37.735906296846,5.367580900536012,100.0,43.22054854032161,649327.2716666666,714259.9988333334,1,1,0,Critical,Warning,Poor,5,Red,4,0.4148658694152132,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S002,1,2024,1850364.1,2291089.55,30.04,0.8076349961964604,3.6062424969987994,123.81830959647348,555849.37564,2291089.55,154197.0083333333,-1735240.1743599998,401652.3673066667,2291089.55,-440725.4499999997,64.22904988589382,47.63661919294697,0.0,28.581971515768178,2291089.55,2520198.505,1,1,0,Critical,Caution,Good,4,Red,1,0.2426135528574166,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S002,2,2024,3110983.86,3255797.21,81.28,0.9555213851909408,4.87875150060024,104.65490521702674,2528607.6814079997,3255797.21,518497.3099999999,-727189.5285920002,2010110.371408,3255797.2099999995,-144813.34999999963,68.66564155572821,9.309810434053475,0.0,5.585886260432084,1627898.605,1790688.4655000002,1,0,0,High,Healthy,Good,2,Red,1,0.7766477818831966,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S002,3,2024,6838135.18,5325531.06,45.5,1.2840287856663068,1.8207282913165264,77.87987396879744,3111351.5069,5325531.06,1709533.795,-2214179.5530999997,1401817.7119,5325531.06,1512604.12,74.92086356998922,11.06006301560128,0.0,6.636037809360768,1775177.0199999998,1952694.7219999998,0,1,0,Medium,Healthy,Good,2,Yellow,1,0.5842330974781696,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S002,4,2024,13436993.92,11593208.0,39.49,1.1590401828380894,1.1851740696278512,86.27828567180002,5306268.899008,11593208.0,4478997.973333333,-6286939.100992,827270.9256746676,11593208.0,1843785.92,58.46520548514269,6.86085716409999,0.0,4.116514298459994,2898302.0,3188132.2,0,1,0,Medium,Healthy,Fair,2,Yellow,2,0.4577049682027615,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S002,5,2024,1377944.52,1542952.77,39.5,0.8930568367300057,0.9483793517406964,111.97495600185702,544288.0854,1542952.77,574143.5500000002,-998664.6846,-29855.46460000018,1542952.77,-165008.25,45.75170510190017,23.949912003714047,4.333333333333343,16.103280535561765,308590.554,339449.6094,1,1,0,High,Healthy,Fair,3,Red,2,0.3527574505083523,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S002,6,2024,6242053.5,4649346.74,53.86,1.3425657084891889,1.0776310524209682,74.48425009494072,3361970.0151,4649346.74,3121026.75,-1287376.7249000003,240943.26509999996,4649346.739999999,1592706.7600000007,61.82097125467567,12.75787495252964,0.0,7.654724971517783,774891.1233333334,852380.2356666668,0,0,0,Medium,Healthy,Good,1,Yellow,2,0.7231058905922769,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S002,7,2024,2296186.89,2039165.16,56.94,1.1260426252084457,0.9765048876693534,88.8065849030259,1307448.815166,2039165.16,1339442.3525000003,-731716.3448339999,-31993.537334000226,2039165.16,257021.7300000002,53.30356447053909,5.596707548487053,2.786666666666676,4.472691195758903,291309.3085714286,320440.2394285715,0,1,0,Medium,Healthy,Fair,2,Yellow,3,0.641168670793689,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S002,8,2024,15062946.54,15405131.32,51.34,0.977787610316846,0.7704081632653061,102.271698827924,7733316.753636001,15405131.32,10041964.359999998,-7671814.566364,-2308647.606363997,15405131.319999998,-342184.77999999933,44.73562830950538,4.543397655847997,30.653333333333308,14.987371926842123,1925641.415,2118205.5565000004,1,1,0,High,Healthy,Fair,4,Red,3,0.5019961591366687,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S002,9,2024,14286162.19,13882564.48,49.48,1.0290722733959885,0.6599973322662398,97.17490460606342,7068793.051611999,13882564.48,10714621.6425,-6813771.428388001,-3645828.590888001,13882564.48,403597.70999999903,44.066834868546316,1.4125476969682893,51.040000000000006,21.263528618180978,1542507.1644444445,1696757.880888889,0,1,0,High,Caution,Fair,3,Red,3,0.5091849608763351,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S002,10,2024,11071161.65,9679922.15,65.7,1.143724244724427,0.7887154861944778,87.43366284422376,7273753.204050001,9679922.15,9225968.041666668,-2406168.9459499996,-1952214.8376166672,9679922.15,1391239.5,50.079727341732806,6.283168577888119,35.26666666666668,17.876567813399543,967992.2150000001,1064791.4365,0,0,0,Medium,Healthy,Fair,2,Yellow,4,0.7514268287839484,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S002,11,2024,3395680.55,3706577.54,8.62,0.9161228959478344,0.0940739932336571,109.1556607113705,292707.66341,3706577.54,3112707.1708333325,-3413869.87659,-2819999.5074233324,3706577.54,-310896.9900000002,29.364414151162304,18.311321422741003,100.0,50.9867928536446,336961.59454545454,370657.754,1,1,0,Critical,Warning,Poor,5,Red,4,0.0789697936307033,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S002,12,2024,8848867.19,9852192.18,15.86,0.8981622595591715,0.1586634653861544,111.3384568720146,1403430.3363339999,9852192.18,8848867.19,-8448761.843666,-7445436.853666,9852192.18,-1003324.9900000002,30.11686778677515,22.676913744029207,100.0,53.606148246417526,821016.015,903117.6165000001,1,1,0,Critical,Warning,Poor,5,Red,4,0.1424485343660846,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S003,1,2024,14905949.4,13271203.11,55.7,1.1231799616395142,6.686674669867948,89.03292741621676,8302613.815800001,13271203.11,1242162.4499999997,-4968589.2941999985,7060451.365800001,13271203.11,1634746.290000001,73.69539884918544,5.4835362918916175,0.0,3.2901217751349705,13271203.11,14598323.421,0,1,0,High,Healthy,Good,3,Red,1,0.6256112386332094,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
PRJ002,G004,S003,2,2024,3428741.3,5034346.76,85.84,0.6810697521360249,5.152460984393758,146.82783912568732,2943231.53192,5034346.76,571456.8833333332,-2091115.2280799998,2371774.6485866667,5034346.76,-1605605.46,60.432092564080754,93.65567825137464,0.0,56.19340695082478,2517173.38,2768890.718,1,1,0,Critical,Warning,Good,4,Red,1,0.5846302752335638,85000000,โครงการปรับปรุงระบบไฟฟ้าโรงงาน
