project_id,g_code,s_code,description,month,year,boq,budget,cost_saving,purchase_cost,pr_pending,budget_balance_pu,actual_cost_ac,unbook,actual_cost_all,budget_balance_ac,purchase_balance,forecast,to_be_order,variance_budget,finance_cost,finance_balance,cost_variance_pct,purchase_efficiency,risk_high_variance,risk_forecast_overrun
PRJ001,G005,S001,งานท่อประปา,7,2024,3656277.56,3555485,275729.49,2650787.27,187605.37,904697.73,2015275.67,121831.06,2137106.73,1418378.27,513680.54,2596959.14,904697.73,-1418378.27,55080.28,3500404.72,-39.89268046412796,0.8062158567707322,1,0
PRJ001,G005,S001,งานท่อประปา,8,2024,15145059.23,14200968,-323351.5,12092592.52,1781066.57,2108375.48,10145468.93,587586.94,10733055.87,3467912.13,1359536.66,13379693.08,2108375.48,-3467912.13,296499.48,13904468.52,-24.420251703968347,0.8875727725257048,1,0
PRJ001,G005,S001,งานท่อประปา,9,2024,15633862.89,15815045,820662.24,13178718.53,944358.42,2636326.47,8641300.78,604773.45,9246074.23,6568970.77,3932644.31,11599228.0,2636326.47,-6568970.77,267567.26,15547477.74,-41.53621295418382,0.7015912972837429,1,0
PRJ001,G005,S001,งานท่อประปา,10,2024,2362340.02,2166984,-52030.59,2022792.74,188129.52,144191.26,1330993.58,78120.51,1409114.1,757869.9,613678.64,1565387.32,144191.26,-757869.9,62433.89,2104550.11,-34.97348849829994,0.6966181320188048,1,0
PRJ001,G005,S001,งานท่อประปา,11,2024,10408653.86,10305299,160657.67,9084397.53,1062893.55,1220901.47,7154242.06,667837.62,7822079.69,2483219.31,1262317.84,8983663.16,1220901.47,-2483219.31,311757.83,9993541.17,-24.096528494709375,0.8610455084301007,1,0
PRJ001,G005,S001,งานท่อประปา,12,2024,13769105.6,14097151,-329844.56,12528971.02,917187.51,1568179.98,9038772.53,801918.56,9840691.08,4256459.92,2688279.94,11483315.66,1568179.98,-4256459.92,249234.29,13847916.71,-30.193759859704983,0.7854348983880083,1,0
PRJ001,G005,S002,งานสุขภัณฑ์,1,2024,16460650.24,15565526,87773.17,12966180.44,1746625.74,2599345.56,8820287.32,777962.84,9598250.15,5967275.85,3367930.28,11306905.16,2599345.56,-5967275.85,237376.07,15328149.93,-38.336486990545644,0.7402527054451512,1,0
PRJ001,G005,S002,งานสุขภัณฑ์,2,2024,18776540.42,19142859,-783195.61,20414881.92,1871001.7,-1272022.92,12893384.42,949425.33,13842809.75,5300049.25,6572072.17,17975218.38,0.0,-5300049.25,367876.34,18774982.66,-27.686821754263562,0.6780744460950573,1,0
PRJ001,G005,S002,งานสุขภัณฑ์,3,2024,14926554.37,14444335,-377169.12,15184791.72,1939788.35,-740456.72,13433858.71,1292205.52,14726064.23,-281729.23,458727.48,17358515.16,0.0,281729.23,612462.54,13831872.46,1.9504479091630038,0.9697903337458487,0,1
PRJ001,G005,S002,งานสุขภัณฑ์,4,2024,13480830.76,13343541,-250101.34,12439170.34,1479514.63,904370.66,10918855.0,615431.33,11534286.33,1809254.67,904884.01,14149778.88,904370.66,-1809254.67,495699.47,12847841.53,-13.559029570936229,0.9272552762550239,0,0
PRJ001,G005,S002,งานสุขภัณฑ์,5,2024,12443288.63,13377767,831972.02,10189020.9,715827.6,3188746.1,8897409.19,780737.97,9678147.16,3699619.84,510873.75,11397484.07,3188746.1,-3699619.84,461777.0,12915990.0,-27.654987861576597,0.9498603698025587,1,0
PRJ001,G005,S002,งานสุขภัณฑ์,6,2024,5601697.84,5464755,4444.02,4004127.01,456852.33,1460627.99,3439638.75,291998.18,3731636.93,1733118.07,272490.08,4417024.99,1460627.99,-1733118.07,96632.5,5368122.5,-31.714469724626266,0.931947693137736,1,0
PRJ001,G005,S002,งานสุขภัณฑ์,7,2024,9684805.94,9536511,-13377.48,7486170.62,867908.15,2050340.38,5414352.59,359654.76,5774007.35,3762503.65,1712163.27,7216450.12,2050340.38,-3762503.65,158153.12,9378357.88,-39.45367073974958,0.7712898413742004,1,0
PRJ001,G005,S002,งานสุขภัณฑ์,8,2024,16655930.45,15856597,1073790.32,13594154.79,1411616.91,2262442.21,9363796.97,688421.16,10052218.13,5804378.87,3541936.66,12341943.5,2262442.21,-5804378.87,386782.55,15469814.45,-36.60545115701686,0.7394514984774572,1,0
PRJ001,G005,S002,งานสุขภัณฑ์,9,2024,4732171.66,4589192,56410.73,3863153.61,279925.42,726038.39,3414649.83,184954.92,3599604.76,989587.24,263548.86,4242963.14,726038.39,-989587.24,156396.87,4432795.13,-21.563430773870433,0.9317788323721354,1,0
PRJ001,G005,S002,งานสุขภัณฑ์,10,2024,18461443.47,17498947,-642952.01,13963061.65,1392260.77,3535885.35,9250050.48,522997.26,9773047.75,7725899.25,4190013.9,10865539.09,3535885.35,-7725899.25,398095.33,17100851.67,-44.1506523221083,0.6999215497985,1,0
PRJ001,G005,S002,งานสุขภัณฑ์,11,2024,2305772.32,2136463,195374.69,1729569.08,192595.23,406893.92,1460371.11,143037.94,1603409.05,533053.95,126160.03,2053593.71,406893.92,-533053.95,32986.89,2103476.11,-24.950301034934842,0.9270569580256373,1,0
PRJ001,G005,S002,งานสุขภัณฑ์,12,2024,15775201.38,14972059,895139.34,13917072.84,859831.04,1054986.16,12438573.85,1230825.33,13669399.17,1302659.83,247673.67,16125057.23,1054986.16,-1302659.83,353952.41,14618106.59,-8.700605775064071,0.9822036089882246,0,0
PRJ001,G006,S001,งานฝ้าเพดาน,1,2024,17984583.95,16831782,160391.51,13959032.63,1085972.47,2872749.37,8979077.26,708517.72,9687594.98,7144187.02,4271437.65,12267106.33,2872749.37,-7144187.02,241545.0,16590237.0,-42.444626599845456,0.6940018865762906,1,0
PRJ001,G006,S001,งานฝ้าเพดาน,2,2024,12811939.42,11950155,19967.53,10303229.99,1460133.66,1646925.01,6773101.02,375529.43,7148630.44,4801524.56,3154599.55,8061788.81,1646925.01,-4801524.56,342579.76,11607575.24,-40.17960068300369,0.6938242130805817,1,0
PRJ001,G006,S001,งานฝ้าเพดาน,3,2024,12428937.13,12085630,-583709.05,10371460.36,1112502.41,1714169.64,7796103.67,649003.72,8445107.39,3640522.61,1926352.97,10967620.18,1714169.64,-3640522.61,196729.78,11888900.22,-30.122737581739635,0.8142640570242705,1,0
PRJ001,G006,S001,งานฝ้าเพดาน,4,2024,15011025.4,14860330,858790.24,13773486.83,810474.92,1086843.17,9958222.79,990631.3,10948854.08,3911475.92,2824632.74,12099742.47,1086843.17,-3911475.92,442967.0,14417363.0,-26.3215952808585,0.7949224633628956,1,0
PRJ001,G006,S001,งานฝ้าเพดาน,5,2024,8448383.11,9329993,-6573.12,8770500.74,467346.2,559492.26,7777502.61,430654.39,8208157.0,1121836.0,562343.74,9603386.66,559492.26,-1121836.0,354598.3,8975394.7,-12.023974723239341,0.9358823678749271,0,0
PRJ001,G006,S001,งานฝ้าเพดาน,6,2024,14636938.52,15467141,1027182.1,12354524.35,1361013.88,3112616.65,10123476.17,523326.7,10646802.87,4820338.13,1707721.48,13317767.59,3112616.65,-4820338.13,275120.02,15192020.98,-31.165023516627926,0.8617735955168521,1,0
PRJ001,G006,S001,งานฝ้าเพดาน,7,2024,11778655.59,11123344,-196698.25,11869239.3,1091094.13,-745895.3,8837946.6,795462.75,9633409.35,1489934.65,2235829.95,12440579.94,0.0,-1489934.65,271748.45,10851595.55,-13.39466485977598,0.8116282018174492,0,1
PRJ001,G006,S001,งานฝ้าเพดาน,8,2024,11429195.43,11443789,-493930.29,10589403.74,1373596.5,854385.26,7196459.87,621907.41,7818367.28,3625421.72,2771036.46,10093533.13,854385.26,-3625421.72,359248.17,11084540.83,-31.680256600327045,0.7383198782446272,1,0
PRJ001,G006,S001,งานฝ้าเพดาน,9,2024,9654697.7,9264874,-410854.68,10169034.96,1432521.84,-904160.96,6379465.47,446708.26,6826173.72,2438700.28,3342861.24,8840331.27,0.0,-2438700.28,254959.34,9009914.66,-26.322001572822252,0.6712705528942344,1,0
PRJ001,G006,S001,งานฝ้าเพดาน,10,2024,4845470.9,4786292,314693.24,3441460.06,279291.87,1344831.94,2992994.95,173825.6,3166820.56,1619471.44,274639.5,4061036.62,1344831.94,-1619471.44,77636.71,4708655.29,-33.835617216835075,0.9201968073980786,1,0
PRJ001,G006,S001,งานฝ้าเพดาน,11,2024,16326992.2,15999885,1247708.94,17125186.43,1548456.52,-1125301.43,13071438.56,675126.98,13746565.54,2253319.46,3378620.89,17773804.41,0.0,-2253319.46,636261.58,15363623.42,-14.083347849062665,0.8027104169750051,0,1
PRJ001,G006,S001,งานฝ้าเพดาน,12,2024,10379334.13,10269416,-63704.16,7689713.64,1034752.56,2579702.36,5076530.99,381233.3,5457764.28,4811651.72,2231949.35,6814256.67,2579702.36,-4811651.72,163044.15,10106371.85,-46.85419034539062,0.7097487026838103,1,0
PRJ001,G006,S002,งานพื้นและกำแพง,1,2024,7211617.62,7232355,719344.29,5668806.27,395388.91,1563548.73,4124850.94,349655.15,4474506.08,2757848.92,1194300.18,5428000.3,1563548.73,-2757848.92,179602.17,7052752.83,-38.13210109293584,0.7893206906151691,1,0
PRJ001,G006,S002,งานพื้นและกำแพง,2,2024,5655795.18,5345019,-102563.78,4903617.05,273994.84,441401.95,3418692.2,253077.65,3671769.85,1673249.15,1231847.2,4666975.67,441401.95,-1673249.15,170784.26,5174234.74,-31.304830721836534,0.7487880502414029,1,0
PRJ001,G006,S002,งานพื้นและกำแพง,3,2024,5462787.91,5892519,-114952.87,4443505.19,535631.36,1449013.81,3443227.87,225434.51,3668662.39,2223856.61,774842.8,4657437.25,1449013.81,-2223856.61,75158.84,5817360.16,-37.7403383849929,0.825623518625844,1,0
PRJ001,G006,S002,งานพื้นและกำแพง,4,2024,16275823.54,17566922,884512.72,12327117.46,1812886.84,5239804.54,9322091.15,840388.5,10162479.65,7404442.35,2164637.81,11358125.67,5239804.54,-7404442.35,231302.81,17335619.19,-42.1499130581897,0.8244003257838673,1,0
PRJ001,G006,S002,งานพื้นและกำแพง,5,2024,18763181.99,19905238,376338.08,18965718.08,1549714.97,939519.92,16549327.85,1600226.19,18149554.04,1755683.96,816164.04,20237053.74,939519.92,-1755683.96,869056.62,19036181.38,-8.820210840985675,0.9569663517849781,0,0
PRJ001,G006,S002,งานพื้นและกำแพง,6,2024,17594621.85,16634423,357066.69,15038026.83,1490057.17,1596396.17,10351714.64,739476.44,11091191.07,5543231.93,3946835.76,13542779.75,1596396.17,-5543231.93,301295.13,16333127.87,-33.32386058716914,0.7375429765741415,1,0
PRJ001,G006,S002,งานพื้นและกำแพง,7,2024,5140224.87,4673989,-207401.79,4463009.18,357784.03,210979.82,3977379.07,329649.42,4307028.48,366960.52,155980.69,5064161.73,210979.82,-366960.52,187242.56,4486746.44,-7.8511207450424045,0.9650503295626205,0,0
PRJ001,G006,S002,งานพื้นและกำแพง,8,2024,7247864.46,7681411,-96589.6,5843254.75,495713.16,1838156.25,5043275.58,271362.31,5314637.89,2366773.11,528616.86,6098513.59,1838156.25,-2366773.11,252989.72,7428421.28,-30.811697356123762,0.9095338330063394,1,0
PRJ001,G006,S002,งานพื้นและกำแพง,9,2024,3603345.48,3724669,43372.64,3595735.03,527067.07,128933.97,2357593.41,125710.33,2483303.74,1241365.26,1112431.29,3003738.4,128933.97,-1241365.26,110319.43,3614349.57,-33.328203392032954,0.6906247872218773,1,0
PRJ001,G006,S002,งานพื้นและกำแพง,10,2024,13410791.39,12843952,-304079.87,12360958.0,1532256.52,482994.0,10729637.34,537563.74,11267201.08,1576750.92,1093756.93,13820341.14,482994.0,-1576750.92,321001.11,12522950.89,-12.276213115713917,0.9115151980938694,0,0
PRJ001,G006,S002,งานพื้นและกำแพง,11,2024,4119241.49,4181191,376874.1,3707118.67,386579.63,474072.33,3008089.54,191903.66,3199993.2,981197.8,507125.47,3856447.37,474072.33,-981197.8,151342.58,4029848.42,-23.466945183800505,0.8632022562147977,1,0
PRJ001,G006,S002,งานพื้นและกำแพง,12,2024,11933973.44,11473306,298335.05,12537913.16,1376517.79,-1064607.16,11213263.78,577833.79,11791097.56,-317791.56,746815.59,13220100.52,0.0,317791.56,586162.18,10887143.82,2.769834257013628,0.9404354145327324,0,1
PRJ001,G006,S003,งานประตูหน้าต่าง,1,2024,12481087.14,13433106,200192.02,11272353.82,1311434.7,2160752.18,8122487.62,554611.71,8677099.33,4756006.67,2595254.49,10895481.23,2160752.18,-4756006.67,250658.07,13182447.93,-35.40511531733614,0.7697681840508445,1,0
PRJ001,G006,S003,งานประตูหน้าต่าง,2,2024,7405967.8,8181780,141039.37,8098034.46,773916.79,83745.54,5805601.43,328965.42,6134566.85,2047213.15,1963467.61,7549701.18,83745.54,-2047213.15,197243.55,7984536.45,-25.021610823072727,0.7575377556494122,1,0
PRJ001,G006,S003,งานประตูหน้าต่าง,3,2024,15849944.33,14844018,1203771.37,13219553.63,1537879.37,1624464.37,8260911.38,767860.56,9028771.94,5815246.06,4190781.69,11112449.09,1624464.37,-5815246.06,254915.02,14589102.98,-39.17568720275062,0.6829861425510173,1,0
PRJ001,G006,S003,งานประตูหน้าต่าง,4,2024,2176103.05,2170914,212802.32,1847945.44,212196.25,322968.56,1641540.13,152757.28,1794297.42,376616.58,53648.02,2067273.58,322968.56,-376616.58,78273.71,2092640.29,-17.348295694808733,0.9709688290364243,0,0
PRJ001,G006,S003,งานประตูหน้าต่าง,5,2024,5974463.12,5442933,443829.38,3817521.65,434499.42,1625411.35,3221298.23,226969.14,3448267.38,1994665.62,369254.27,4206544.86,1625411.35,-1994665.62,138515.09,5304417.91,-36.64688909453781,0.9032738242623981,1,0
PRJ001,G006,S003,งานประตูหน้าต่าง,6,2024,5762413.25,5365194,122751.46,4906574.28,249110.54,458619.72,3543985.0,211252.33,3755237.33,1609956.67,1151336.95,4671601.64,458619.72,-1609956.67,88816.77,5276377.23,-30.007426944859773,0.7653481055625637,1,0
PRJ001,G006,S003,งานประตูหน้าต่าง,7,2024,7156704.23,7413597,-214986.54,5613057.42,363772.83,1800539.58,3662501.82,211513.73,3874015.55,3539581.45,1739041.86,4271622.01,1800539.58,-3539581.45,109756.83,7303840.17,-47.74445454750238,0.69017921252621,1,0
PRJ001,G006,S003,งานประตูหน้าต่าง,8,2024,7582063.05,7219212,208644.8,6086996.6,673219.2,1132215.4,4739631.63,244553.09,4984184.72,2235027.28,1102811.87,5754659.47,1132215.4,-2235027.28,105517.24,7113694.76,-30.9594354619313,0.818824955479686,1,0
PRJ001,G006,S003,งานประตูหน้าต่าง,9,2024,11358958.61,10991802,196265.98,11222778.31,817212.45,-230976.31,9729835.18,536006.82,10265842.0,725960.0,956936.31,11529487.52,0.0,-725960.0,281163.35,10710638.65,-6.604558561007558,0.9147326728224394,0,0
PRJ001,G006,S003,งานประตูหน้าต่าง,10,2024,13613222.29,12550136,-261846.19,13640401.91,1969236.29,-1090265.91,11980278.74,697690.69,12677969.43,-127833.43,962432.48,15576479.08,0.0,127833.43,478738.64,12071397.36,1.018582029708682,0.9294425130322278,0,1
PRJ001,G006,S003,งานประตูหน้าต่าง,11,2024,2049673.56,2256885,155119.88,1974034.71,121928.26,282850.29,1599091.8,133116.78,1732208.59,524676.41,241826.12,2236801.82,282850.29,-524676.41,63564.67,2193320.33,-23.24781324701968,0.877496520818522,1,0
PRJ001,G006,S003,งานประตูหน้าต่าง,12,2024,16834867.2,17581378,503330.73,12512389.99,1785060.4,5068988.01,7571973.99,406156.11,7978130.1,9603247.9,4534259.9,10203956.53,5068988.01,-9603247.9,184053.87,17397324.13,-54.621702007658335,0.637618401150874,1,0
PRJ001,G007,S001,งานติดตั้งกล้อง CCTV,1,2024,14175975.17,13053781,-177691.71,9540754.23,794665.01,3513026.77,7897037.62,705459.48,8602497.1,4451283.9,938257.13,10341128.17,3513026.77,-4451283.9,405966.5,12647814.5,-34.09957544101591,0.9016579709128509,1,0
PRJ001,G007,S001,งานติดตั้งกล้อง CCTV,2,2024,9915191.59,10812635,-73669.93,9972148.01,1296247.06,840486.99,6844394.88,644668.75,7489063.63,3323571.37,2483084.38,8431027.32,840486.99,-3323571.37,157962.17,10654672.83,-30.737848544781176,0.750998041995568,1,0
PRJ001,G007,S001,งานติดตั้งกล้อง CCTV,3,2024,19655287.7,19110726,976944.16,20458707.78,1479722.38,-1347981.78,14641433.09,1285524.22,15926957.31,3183768.69,4531750.47,19105092.07,0.0,-3183768.69,754647.95,18356078.05,-16.65959048337567,0.778492829618978,0,0
PRJ001,G007,S001,งานติดตั้งกล้อง CCTV,4,2024,2905165.92,2836763,144826.08,2243703.08,237453.6,593059.92,1866609.9,155641.14,2022251.04,814511.96,221452.04,2263848.11,593059.92,-814511.96,90429.45,2746333.55,-28.71272503201713,0.9013006480340527,1,0
PRJ001,G007,S001,งานติดตั้งกล้อง CCTV,5,2024,17097221.53,16919400,-210017.95,18054436.65,1335217.29,-1135036.65,14735110.0,1176054.3,15911164.3,1008235.7,2143272.34,17546007.12,0.0,-1008235.7,706927.24,16212472.76,-5.959051148385877,0.8812883286502324,0,0
PRJ001,G007,S001,งานติดตั้งกล้อง CCTV,6,2024,13764708.43,13558851,1182941.76,13744595.55,1501399.81,-185744.55,9508762.96,840648.74,10349411.7,3209439.3,3395183.85,12511882.48,0.0,-3209439.3,293382.23,13265468.77,-23.670437118897464,0.7529804469219176,1,0
PRJ001,G007,S001,งานติดตั้งกล้อง CCTV,7,2024,2065809.88,2022236,151904.98,1903120.5,176976.01,119115.5,1505919.9,127210.36,1633130.26,389105.74,269990.24,1913795.49,119115.5,-389105.74,40169.76,1982066.24,-19.24136154237191,0.8581328717755917,0,0
PRJ001,G007,S001,งานติดตั้งกล้อง CCTV,8,2024,15977628.54,16399911,-783654.96,11917340.32,653631.48,4482570.68,8335796.27,608387.15,8944183.42,7455727.58,2973156.9,10256345.61,4482570.68,-7455727.58,381776.93,16018134.07,-45.46200025109892,0.7505184193649007,1,0
PRJ001,G007,S001,งานติดตั้งกล้อง CCTV,9,2024,3511156.21,3450601,-129572.99,2854816.64,269540.19,595784.36,1792739.28,109596.49,1902335.77,1548265.23,952480.87,2345154.7,595784.36,-1548265.23,41990.95,3408610.05,-44.86943665755618,0.6663600538632141,1,0
PRJ001,G007,S001,งานติดตั้งกล้อง CCTV,10,2024,4076987.33,3965827,-115001.0,3124995.52,162654.67,840831.48,2137827.76,158082.81,2295910.57,1669916.43,829084.95,2708471.13,840831.48,-1669916.43,88193.77,3877633.23,-42.10764690441615,0.7346924356550757,1,0
PRJ001,G007,S001,งานติดตั้งกล้อง CCTV,11,2024,13840327.29,15346935,-86493.1,12592430.15,1604114.42,2754504.85,9440156.31,901250.75,10341407.07,5005527.93,2251023.08,12043827.37,2754504.85,-5005527.93,478736.64,14868198.36,-32.61581501452896,0.8212399788455448,1,0
PRJ001,G007,S001,งานติดตั้งกล้อง CCTV,12,2024,10943530.82,11461819,587954.84,9125388.11,584790.1,2336430.89,6161094.05,373544.62,6534638.67,4927180.33,2590749.44,7857620.41,2336430.89,-4927180.33,281014.1,11180804.9,-42.98776948056849,0.7160943283978308,1,0
PRJ001,G007,S002,งานระบบเข้าออก Access Control,1,2024,17365364.32,17246100,972950.91,14195707.87,1732084.02,3050392.13,9973938.47,968617.46,10942555.92,6303544.08,3253151.94,12908539.9,3050392.13,-6303544.08,254309.06,16991790.94,-36.55054812392367,0.770835524385865,1,0
PRJ001,G007,S002,งานระบบเข้าออก Access Control,2,2024,11360110.58,12580560,236267.74,13062871.18,1417268.06,-482311.18,7950563.43,466744.65,8417308.08,4163251.92,4645563.1,10099065.26,0.0,-4163251.92,372632.4,12207927.6,-33.09273927392739,0.6443689112457435,1,0
PRJ001,G007,S002,งานระบบเข้าออก Access Control,3,2024,11710488.07,11313046,-286431.24,9965338.2,736599.77,1347707.8,8259936.68,504526.53,8764463.21,2548582.79,1200875.0,9894025.31,1347707.8,-2548582.79,384276.54,10928769.46,-22.52782133123122,0.8794948083146843,1,0
PRJ001,G007,S002,งานระบบเข้าออก Access Control,4,2024,11124200.58,11768254,45018.86,12619887.11,1701569.0,-851633.11,8791613.49,675996.11,9467609.59,2300644.41,3152277.52,11948937.83,0.0,-2300644.41,338569.5,11429684.5,-19.54958152670736,0.7502134929953427,0,0
PRJ001,G007,S002,งานระบบเข้าออก Access Control,5,2024,11249020.84,11379609,-534404.98,11735287.0,1296867.58,-355678.0,8422333.29,802151.88,9224485.18,2155123.82,2510801.83,11420205.17,0.0,-2155123.82,350556.51,11029052.49,-18.938469854280584,0.7860468329406857,0,0
PRJ001,G007,S002,งานระบบเข้าออก Access Control,6,2024,5784631.85,5328893,121530.42,5757929.59,633509.74,-429036.59,4887135.38,250818.25,5137953.63,190939.37,619975.97,5741162.6,0.0,-190939.37,174281.04,5154611.96,-3.58309633914586,0.8923265819233472,0,0
PRJ001,G007,S002,งานระบบเข้าออก Access Control,7,2024,8711855.04,7933546,680506.89,6693318.88,495799.51,1240227.12,4369585.18,307208.1,4676793.28,3256752.72,2016525.6,5709544.85,1240227.12,-3256752.72,160157.59,7773388.41,-41.05040444714129,0.6987256044194327,1,0
PRJ001,G007,S002,งานระบบเข้าออก Access Control,8,2024,2017586.11,2166237,20432.52,2370905.22,312818.83,-204668.22,1957080.97,192887.6,2149968.57,16268.43,220936.65,2417041.96,0.0,-16268.43,57874.67,2108362.33,-0.7509995443711838,0.9068133773816567,0,1
PRJ001,G007,S002,งานระบบเข้าออก Access Control,9,2024,3197988.85,3515240,-16484.53,3557753.34,470094.35,-42513.34,2142752.94,123339.4,2266092.34,1249147.66,1291661.0,2682140.93,0.0,-1249147.66,90967.14,3424272.86,-35.5352027173109,0.6369447579522194,1,0
PRJ001,G007,S002,งานระบบเข้าออก Access Control,10,2024,10324750.01,10031572,465946.89,7871358.94,880801.27,2160213.06,5878509.6,437129.96,6315639.56,3715932.44,1555719.38,7709757.39,2160213.06,-3715932.44,126703.41,9904868.59,-37.04237421612485,0.8023569510857549,1,0
PRJ001,G007,S002,งานระบบเข้าออก Access Control,11,2024,8456699.01,8167543,459914.15,7834408.74,728824.79,333134.26,5586206.54,330760.93,5916967.46,2250575.54,1917441.28,6911623.93,333134.26,-2250575.54,245354.53,7922188.47,-27.555111004619135,0.7552538623355002,1,0
PRJ001,G007,S002,งานระบบเข้าออก Access Control,12,2024,19671519.11,18516478,-748092.55,18442130.25,1574768.64,74347.75,14383213.46,720927.91,15104141.37,3412336.63,3337988.88,17972408.92,74347.75,-3412336.63,754074.67,17762403.33,-18.428648417911873,0.8190019897511568,0,0
PRJ002,G001,,งานเตรียมพื้นที่และรื้อถอน,1,2024,7413260.83,6785751,-108329.94,5525378.28,707047.33,1260372.72,4520239.56,446919.71,4967159.27,1818591.73,558219.02,5599693.65,1260372.72,-1818591.73,134262.24,6651488.76,-26.800154176007933,0.8989718021622946,1,0
PRJ002,G001,,งานเตรียมพื้นที่และรื้อถอน,2,2024,16823844.29,17727736,351381.11,17953516.08,2277187.25,-225780.08,12306401.82,847200.06,13153601.89,4574134.11,4799914.19,15629352.18,0.0,-4574134.11,376695.42,17351040.58,-25.802133504244424,0.732647679228302,1,0
PRJ002,G001,,งานเตรียมพื้นที่และรื้อถอน,3,2024,2635337.9,2431125,163750.13,1816798.9,144564.2,614326.1,1502640.03,89843.73,1592483.76,838641.24,224315.14,1947377.93,614326.1,-838641.24,75440.95,2355684.05,-34.49601480795928,0.8765327632023556,1,0
PRJ002,G001,,งานเตรียมพื้นที่และรื้อถอน,4,2024,18504147.68,17145120,1647735.89,14936198.95,1375205.97,2208921.05,10879577.05,575754.46,11455331.51,5689788.49,3480867.44,13005914.06,2208921.05,-5689788.49,390946.89,16754173.11,-33.18605229942981,0.7669509189284065,1,0
PRJ002,G001,,งานเตรียมพื้นที่และรื้อถอน,5,2024,14602046.53,16028788,-640599.0,11390074.14,1225000.93,4638713.86,8726303.65,794690.03,9520993.68,6507794.32,1869080.46,11707019.53,4638713.86,-6507794.32,326605.34,15702182.66,-40.60066375573749,0.8359026958888609,1,0
PRJ002,G001,,งานเตรียมพื้นที่และรื้อถอน,6,2024,4650420.27,4489037,312315.93,4264491.02,279699.29,224545.98,2873294.41,240663.18,3113957.58,1375079.42,1150533.44,3668735.03,224545.98,-1375079.42,120765.21,4368271.79,-30.63194667364069,0.7302061524800679,1,0
PRJ002,G001,,งานเตรียมพื้นที่และรื้อถอน,7,2024,16778197.5,16824315,-780546.23,16011360.91,1565628.28,812954.09,11660648.27,778522.97,12439171.23,4385143.77,3572189.67,14020148.3,812954.09,-4385143.77,322829.77,16501485.23,-26.064322797094558,0.7768965611306053,1,0
PRJ002,G001,,งานเตรียมพื้นที่และรื้อถอน,8,2024,13697039.14,13936510,527720.69,10154767.32,647934.57,3781742.68,8587080.79,651251.39,9238332.18,4698177.82,916435.15,10687796.72,3781742.68,-4698177.82,326841.68,13609668.32,-33.711293717006626,0.9097532113616168,1,0
PRJ002,G001,,งานเตรียมพื้นที่และรื้อถอน,9,2024,18535653.26,18709442,-700327.96,15237470.98,993821.24,3471971.02,10566739.87,539735.04,11106474.91,7602967.09,4130996.07,12281357.82,3471971.02,-7602967.09,470844.89,18238597.11,-40.637059565966744,0.7288922764530836,1,0
PRJ002,G001,,งานเตรียมพื้นที่และรื้อถอน,10,2024,12161073.02,13296168,876701.07,10613842.37,1329215.51,2682325.63,8166075.87,692846.82,8858922.7,4437245.3,1754919.67,11292825.72,2682325.63,-4437245.3,364023.5,12932144.5,-33.372361871480564,0.8346574587389506,1,0
PRJ002,G001,,งานเตรียมพื้นที่และรื้อถอน,11,2024,6776110.56,6805035,-75209.49,5701475.03,660633.1,1103559.97,4279877.54,295332.7,4575210.23,2229824.77,1126264.79,5593291.33,1103559.97,-2229824.77,108909.67,6696125.33,-32.76727849305698,0.802460802849469,1,0
PRJ002,G001,,งานเตรียมพื้นที่และรื้อถอน,12,2024,21490918.91,19964124,1138770.45,14799656.68,1715444.34,5164467.32,9775345.39,822600.82,10597946.21,9366177.79,4201710.48,12532568.52,5164467.32,-9366177.79,393223.45,19570900.55,-46.915045158004425,0.7160940580683796,1,0
PRJ002,G002,,งานขุดดินและฐานราก,1,2024,13134847.98,13436263,1133046.69,14346434.91,917398.62,-910171.91,9013495.98,801724.88,9815220.86,3621042.14,4531214.05,12106680.25,0.0,-3621042.14,205236.42,13231026.58,-26.949771227312237,0.6841574873182203,1,0
PRJ002,G002,,งานขุดดินและฐานราก,2,2024,13484671.03,13848043,-352431.03,12064250.47,956498.55,1783792.53,8798756.75,820835.42,9619592.16,4228450.84,2444658.3,12268489.94,1783792.53,-4228450.84,443897.39,13404145.61,-30.53464550911634,0.7973634320607735,1,0
PRJ002,G002,,งานขุดดินและฐานราก,3,2024,7306678.33,6848612,158735.51,7515456.43,613203.13,-666844.43,5288084.56,518823.52,5806908.09,1041703.91,1708548.34,7443976.74,0.0,-1041703.91,201327.06,6647284.94,-15.210438407081611,0.7726620657156814,0,0
PRJ002,G002,,งานขุดดินและฐานราก,4,2024,14936971.47,15161789,-43934.24,15170103.31,1689335.21,-8314.31,13550366.33,853793.48,14404159.81,757629.19,765943.5,17115848.97,0.0,-757629.19,414914.06,14746874.94,-4.996964342400491,0.9495096714670956,0,1
PRJ002,G002,,งานขุดดินและฐานราก,5,2024,7247359.76,7525969,-61695.56,7683019.64,605405.87,-157050.64,5457113.97,305683.99,5762797.96,1763171.04,1920221.67,6692714.21,0.0,-1763171.04,223390.42,7302578.58,-23.42782756612471,0.7500694037012771,1,0
PRJ002,G002,,งานขุดดินและฐานราก,6,2024,16413597.36,15867232,583742.28,17267957.38,1586591.4,-1400725.38,12345264.25,1190583.02,13535847.27,2331384.73,3732110.12,17214209.09,0.0,-2331384.73,328783.51,15538448.49,-14.693077721432445,0.7838707828684716,0,0
